Região Geográfica;Unidade da Federação;Município;Código do Município;Número de Matrículas da Educação Básica;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Total1-3;Sexo e Cor/Raça;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Feminino;;;;;;;Masculino;;;;;;;;;;;;;;;;
;;;;;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Saloá  ;2612307; 3.464 ; 1.671 ; 181 ; 171 ; 6 ; 1.312 ; -   ; 1 ; 1.793 ; 250 ; 164 ; 6 ; 1.368 ; 2 ; 3 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Sanharó  ;2612406; 4.786 ; 2.397 ; 223 ; 726 ; 50 ; 1.393 ; 3 ; 2 ; 2.389 ; 228 ; 690 ; 60 ; 1.407 ; 1 ; 3 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Cruz  ;2612455; 3.709 ; 1.776 ; 843 ; 164 ; 14 ; 748 ; 6 ; 1 ; 1.933 ; 842 ; 178 ; 24 ; 884 ; 5 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Cruz da Baixa Verde  ;2612471; 2.827 ; 1.411 ; 203 ; 207 ; 24 ; 976 ; 1 ; -   ; 1.416 ; 179 ; 209 ; 12 ; 1.014 ; 2 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Cruz do Capibaribe  ;2612505; 25.556 ; 12.477 ; 3.967 ; 3.231 ; 155 ; 5.030 ; 88 ; 6 ; 13.079 ; 4.148 ; 3.290 ; 169 ; 5.387 ; 76 ; 9 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Filomena  ;2612554; 2.898 ; 1.444 ; 845 ; 86 ; 2 ; 509 ; 1 ; 1 ; 1.454 ; 833 ; 90 ; 7 ; 520 ; 1 ; 3 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Maria da Boa Vista  ;2612604; 11.696 ; 5.692 ; 473 ; 460 ; 583 ; 4.137 ; 12 ; 27 ; 6.004 ; 524 ; 531 ; 547 ; 4.367 ; 10 ; 25 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Maria do Cambucá  ;2612703; 2.859 ; 1.379 ; 49 ; 769 ; 27 ; 532 ; 2 ; -   ; 1.480 ; 48 ; 775 ; 16 ; 640 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Santa Terezinha  ;2612802; 2.569 ; 1.281 ; 878 ; 145 ; 8 ; 250 ; -   ; -   ; 1.288 ; 888 ; 125 ; 12 ; 263 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Benedito do Sul  ;2612901; 2.397 ; 1.187 ; 576 ; 174 ; 14 ; 404 ; 18 ; 1 ; 1.210 ; 593 ; 164 ; 15 ; 419 ; 18 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Bento do Una  ;2613008; 11.064 ; 5.500 ; 309 ; 1.993 ; 56 ; 3.134 ; 7 ; 1 ; 5.564 ; 245 ; 1.973 ; 66 ; 3.267 ; 11 ; 2 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Caitano  ;2613107; 8.382 ; 4.116 ; 611 ; 1.272 ; 65 ; 2.155 ; 11 ; 2 ; 4.266 ; 637 ; 1.226 ; 95 ; 2.292 ; 13 ; 3 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São João  ;2613206; 5.317 ; 2.600 ; 43 ; 911 ; 38 ; 1.604 ; 3 ; 1 ; 2.717 ; 34 ; 874 ; 39 ; 1.765 ; 4 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Joaquim do Monte  ;2613305; 4.507 ; 2.154 ; 934 ; 629 ; 19 ; 569 ; 2 ; 1 ; 2.353 ; 1.103 ; 628 ; 21 ; 600 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São José da Coroa Grande  ;2613404; 5.566 ; 2.773 ; 1.851 ; 170 ; 18 ; 729 ; 5 ; -   ; 2.793 ; 1.872 ; 148 ; 24 ; 746 ; 2 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São José do Belmonte  ;2613503; 8.137 ; 4.156 ; 1.693 ; 385 ; 87 ; 1.975 ; 8 ; 8 ; 3.981 ; 1.685 ; 382 ; 82 ; 1.821 ; 2 ; 9 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São José do Egito  ;2613602; 7.187 ; 3.585 ; 392 ; 895 ; 39 ; 2.250 ; 8 ; 1 ; 3.602 ; 398 ; 890 ; 34 ; 2.274 ; 6 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Lourenço da Mata  ;2613701; 23.832 ; 11.688 ; 6.742 ; 1.206 ; 189 ; 3.500 ; 31 ; 20 ; 12.144 ; 6.928 ; 1.202 ; 177 ; 3.792 ; 28 ; 17 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; São Vicente Férrer  ;2613800; 3.799 ; 1.851 ; 384 ; 470 ; 70 ; 921 ; 6 ; -   ; 1.948 ; 399 ; 470 ; 63 ; 1.012 ; 3 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Serra Talhada  ;2613909; 21.828 ; 10.838 ; 1.566 ; 2.100 ; 217 ; 6.905 ; 13 ; 37 ; 10.990 ; 1.392 ; 2.021 ; 238 ; 7.307 ; 12 ; 20 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Serrita  ;2614006; 4.261 ; 2.048 ; 454 ; 254 ; 17 ; 1.321 ; 2 ; -   ; 2.213 ; 452 ; 261 ; 13 ; 1.484 ; 2 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Sertânia  ;2614105; 7.635 ; 3.815 ; 601 ; 944 ; 89 ; 2.174 ; 6 ; 1 ; 3.820 ; 387 ; 1.004 ; 102 ; 2.322 ; 5 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Sirinhaém  ;2614204; 9.761 ; 4.672 ; 3.594 ; 127 ; 49 ; 892 ; 6 ; 4 ; 5.089 ; 3.814 ; 142 ; 62 ; 1.063 ; 4 ; 4 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Solidão  ;2614402; 1.544 ; 777 ; 1 ; 460 ; 5 ; 311 ; -   ; -   ; 767 ; 6 ; 431 ; 5 ; 323 ; 1 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Surubim  ;2614501; 13.993 ; 6.908 ; 2.568 ; 2.239 ; 51 ; 2.026 ; 18 ; 6 ; 7.085 ; 2.623 ; 2.209 ; 64 ; 2.175 ; 10 ; 4 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tabira  ;2614600; 6.407 ; 3.194 ; 1.144 ; 963 ; 16 ; 1.047 ; 23 ; 1 ; 3.213 ; 1.140 ; 926 ; 24 ; 1.105 ; 14 ; 4 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tacaimbó  ;2614709; 2.986 ; 1.404 ; 618 ; 263 ; 6 ; 513 ; 4 ; -   ; 1.582 ; 669 ; 293 ; 19 ; 598 ; 2 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tacaratu  ;2614808; 6.308 ; 3.165 ; 199 ; 350 ; 22 ; 1.678 ; 5 ; 911 ; 3.143 ; 182 ; 395 ; 21 ; 1.610 ; 3 ; 932 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tamandaré  ;2614857; 6.266 ; 3.087 ; 2.308 ; 127 ; 28 ; 616 ; 5 ; 3 ; 3.179 ; 2.411 ; 149 ; 37 ; 577 ; 5 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Taquaritinga do Norte  ;2615003; 5.793 ; 2.829 ; 608 ; 1.302 ; 16 ; 897 ; 2 ; 4 ; 2.964 ; 644 ; 1.345 ; 16 ; 958 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Terezinha  ;2615102; 1.727 ; 795 ; 3 ; 104 ; 19 ; 548 ; 121 ; -   ; 932 ; 8 ; 104 ; 17 ; 676 ; 127 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Terra Nova  ;2615201; 2.064 ; 979 ; 115 ; 86 ; 19 ; 757 ; 1 ; 1 ; 1.085 ; 119 ; 112 ; 16 ; 834 ; 3 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Timbaúba  ;2615300; 12.373 ; 6.110 ; 1.919 ; 1.276 ; 187 ; 2.710 ; 12 ; 6 ; 6.263 ; 1.967 ; 1.327 ; 228 ; 2.723 ; 9 ; 9 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Toritama  ;2615409; 11.226 ; 5.527 ; 929 ; 1.364 ; 60 ; 3.168 ; 5 ; 1 ; 5.699 ; 990 ; 1.284 ; 66 ; 3.353 ; 1 ; 5 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tracunhaém  ;2615508; 2.953 ; 1.418 ; 964 ; 113 ; 21 ; 319 ; -   ; 1 ; 1.535 ; 1.048 ; 126 ; 24 ; 336 ; -   ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Trindade  ;2615607; 8.202 ; 3.963 ; 450 ; 422 ; 55 ; 3.020 ; 15 ; 1 ; 4.239 ; 490 ; 396 ; 56 ; 3.289 ; 7 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Triunfo  ;2615706; 3.649 ; 1.881 ; 1.182 ; 195 ; 17 ; 482 ; 4 ; 1 ; 1.768 ; 1.141 ; 149 ; 13 ; 458 ; 5 ; 2 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tupanatinga  ;2615805; 5.389 ; 2.735 ; 83 ; 292 ; 34 ; 2.278 ; 12 ; 36 ; 2.654 ; 84 ; 255 ; 43 ; 2.227 ; 8 ; 37 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Tuparetama  ;2615904; 2.094 ; 1.032 ; 241 ; 220 ; 11 ; 558 ; 2 ; -   ; 1.062 ; 303 ; 202 ; 13 ; 543 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Venturosa  ;2616001; 3.928 ; 1.902 ; 389 ; 530 ; 15 ; 964 ; 1 ; 3 ; 2.026 ; 418 ; 582 ; 22 ; 1.000 ; 1 ; 3 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Verdejante  ;2616100; 2.130 ; 1.033 ; 397 ; 53 ; 7 ; 574 ; 1 ; 1 ; 1.097 ; 395 ; 45 ; 9 ; 645 ; 1 ; 2 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Vertente do Lério  ;2616183; 1.775 ; 851 ; 572 ; 126 ; 2 ; 149 ; 2 ; -   ; 924 ; 567 ; 158 ; 6 ; 192 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Vertentes  ;2616209; 4.141 ; 2.051 ; 62 ; 1.045 ; 59 ; 871 ; 11 ; 3 ; 2.090 ; 73 ; 1.020 ; 62 ; 931 ; 3 ; 1 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Vicência  ;2616308; 6.112 ; 2.952 ; 1.908 ; 345 ; 22 ; 675 ; 1 ; 1 ; 3.160 ; 2.065 ; 331 ; 27 ; 733 ; 4 ; -   ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Vitória de Santo Antão  ;2616407; 33.264 ; 16.937 ; 9.343 ; 2.624 ; 310 ; 4.611 ; 33 ; 16 ; 16.327 ; 9.125 ; 2.455 ; 325 ; 4.382 ; 27 ; 13 ;;;;;;;;;;
 Nordeste  ; Pernambuco  ; Xexéu  ;2616506; 3.731 ; 1.894 ; 651 ; 154 ; 19 ; 1.070 ; -   ; -   ; 1.837 ; 656 ; 138 ; 28 ; 1.010 ; 4 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ;    ; ; 891.409 ; 452.974 ; 109.138 ; 58.534 ; 11.056 ; 270.301 ; 1.327 ; 2.618 ; 438.435 ; 105.385 ; 55.038 ; 11.570 ; 262.493 ; 1.310 ; 2.639 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Água Branca  ;2700102; 6.305 ; 3.176 ; 1.595 ; 92 ; 24 ; 1.457 ; -   ; 8 ; 3.129 ; 1.562 ; 91 ; 16 ; 1.454 ; 2 ; 4 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Anadia  ;2700201; 4.048 ; 2.068 ; 130 ; 321 ; 109 ; 1.507 ; 1 ; -   ; 1.980 ; 128 ; 255 ; 105 ; 1.491 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Arapiraca  ;2700300; 57.552 ; 28.737 ; 7.894 ; 4.910 ; 347 ; 15.522 ; 44 ; 20 ; 28.815 ; 8.063 ; 4.822 ; 379 ; 15.484 ; 41 ; 26 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Atalaia  ;2700409; 11.689 ; 6.057 ; 377 ; 655 ; 188 ; 4.825 ; 12 ; -   ; 5.632 ; 301 ; 622 ; 203 ; 4.494 ; 12 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Barra de Santo Antônio  ;2700508; 4.810 ; 2.417 ; 937 ; 209 ; 25 ; 1.242 ; 3 ; 1 ; 2.393 ; 893 ; 163 ; 33 ; 1.300 ; 4 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Barra de São Miguel  ;2700607; 2.577 ; 1.250 ; 85 ; 255 ; 38 ; 866 ; 2 ; 4 ; 1.327 ; 69 ; 250 ; 41 ; 959 ; 4 ; 4 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Batalha  ;2700706; 6.722 ; 3.319 ; 252 ; 1.075 ; 69 ; 1.915 ; 8 ; -   ; 3.403 ; 275 ; 998 ; 86 ; 2.033 ; 9 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Belém  ;2700805; 2.198 ; 1.149 ; 342 ; 101 ; 44 ; 660 ; 1 ; 1 ; 1.049 ; 336 ; 75 ; 54 ; 582 ; 1 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Belo Monte  ;2700904; 2.422 ; 1.251 ; 355 ; 186 ; 26 ; 681 ; -   ; 3 ; 1.171 ; 323 ; 140 ; 20 ; 687 ; -   ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Boca da Mata  ;2701001; 8.810 ; 4.852 ; 72 ; 648 ; 142 ; 3.985 ; 5 ; -   ; 3.958 ; 66 ; 639 ; 77 ; 3.170 ; 6 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Branquinha  ;2701100; 4.609 ; 2.449 ; 79 ; 254 ; 53 ; 2.059 ; 1 ; 3 ; 2.160 ; 72 ; 221 ; 44 ; 1.818 ; 4 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Cacimbinhas  ;2701209; 4.488 ; 2.460 ; 245 ; 334 ; 95 ; 1.775 ; 7 ; 4 ; 2.028 ; 140 ; 287 ; 89 ; 1.506 ; 3 ; 3 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Cajueiro  ;2701308; 5.191 ; 2.677 ; 2.153 ; 155 ; 15 ; 350 ; 3 ; 1 ; 2.514 ; 2.054 ; 113 ; 13 ; 329 ; 4 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Campestre  ;2701357; 2.129 ; 1.126 ; 92 ; 158 ; 26 ; 848 ; 1 ; 1 ; 1.003 ; 66 ; 151 ; 31 ; 754 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Campo Alegre  ;2701407; 13.918 ; 7.551 ; 153 ; 904 ; 299 ; 6.166 ; 25 ; 4 ; 6.367 ; 103 ; 734 ; 238 ; 5.276 ; 12 ; 4 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Campo Grande  ;2701506; 4.011 ; 1.968 ; 721 ; 172 ; 39 ; 1.036 ; -   ; -   ; 2.043 ; 814 ; 141 ; 33 ; 1.051 ; 2 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Canapi  ;2701605; 7.593 ; 3.745 ; 79 ; 555 ; 41 ; 3.060 ; 7 ; 3 ; 3.848 ; 56 ; 629 ; 56 ; 3.099 ; 6 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Capela  ;2701704; 5.992 ; 3.135 ; 276 ; 401 ; 190 ; 2.263 ; 5 ; -   ; 2.857 ; 214 ; 320 ; 160 ; 2.151 ; 10 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Carneiros  ;2701803; 3.221 ; 1.626 ; 71 ; 216 ; 59 ; 1.264 ; 16 ; -   ; 1.595 ; 35 ; 232 ; 60 ; 1.263 ; 5 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Chã Preta  ;2701902; 1.911 ; 899 ; 565 ; 109 ; 13 ; 190 ; 21 ; 1 ; 1.012 ; 683 ; 112 ; 9 ; 176 ; 32 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Coité do Nóia  ;2702009; 3.194 ; 1.542 ; 49 ; 455 ; 18 ; 1.018 ; 2 ; -   ; 1.652 ; 52 ; 434 ; 20 ; 1.146 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Colônia Leopoldina  ;2702108; 6.356 ; 3.744 ; 140 ; 615 ; 67 ; 2.912 ; 8 ; 2 ; 2.612 ; 120 ; 407 ; 23 ; 2.048 ; 12 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Coqueiro Seco  ;2702207; 1.576 ; 789 ; 32 ; 112 ; 38 ; 607 ; -   ; -   ; 787 ; 17 ; 118 ; 44 ; 608 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Coruripe  ;2702306; 17.741 ; 9.171 ; 861 ; 932 ; 170 ; 7.203 ; 2 ; 3 ; 8.570 ; 662 ; 863 ; 157 ; 6.882 ; 4 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Craíbas  ;2702355; 9.340 ; 4.627 ; 580 ; 387 ; 17 ; 3.632 ; 9 ; 2 ; 4.713 ; 523 ; 384 ; 25 ; 3.780 ; -   ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Delmiro Gouveia  ;2702405; 13.157 ; 6.515 ; 1.504 ; 804 ; 113 ; 4.012 ; 33 ; 49 ; 6.642 ; 1.439 ; 786 ; 171 ; 4.154 ; 41 ; 51 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Dois Riachos  ;2702504; 4.449 ; 2.147 ; 4 ; 252 ; 112 ; 1.760 ; 18 ; 1 ; 2.302 ; 5 ; 241 ; 139 ; 1.896 ; 20 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Estrela de Alagoas  ;2702553; 4.101 ; 2.045 ; 11 ; 260 ; 23 ; 1.751 ; -   ; -   ; 2.056 ; 19 ; 258 ; 22 ; 1.757 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Feira Grande  ;2702603; 6.510 ; 3.297 ; 228 ; 391 ; 22 ; 2.623 ; 1 ; 32 ; 3.213 ; 192 ; 414 ; 24 ; 2.533 ; 4 ; 46 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Feliz Deserto  ;2702702; 1.285 ; 612 ; 80 ; 45 ; 16 ; 470 ; 1 ; -   ; 673 ; 112 ; 39 ; 16 ; 506 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Flexeiras  ;2702801; 2.720 ; 1.365 ; 24 ; 182 ; 103 ; 1.053 ; 3 ; -   ; 1.355 ; 28 ; 150 ; 121 ; 1.056 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Girau do Ponciano  ;2702900; 25.564 ; 12.228 ; 3.534 ; 926 ; 184 ; 7.575 ; 6 ; 3 ; 13.336 ; 3.757 ; 1.020 ; 343 ; 8.197 ; 11 ; 8 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Ibateguara  ;2703007; 4.251 ; 2.139 ; 493 ; 349 ; 44 ; 1.242 ; 8 ; 3 ; 2.112 ; 484 ; 331 ; 62 ; 1.219 ; 15 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Igaci  ;2703106; 5.764 ; 2.835 ; 498 ; 619 ; 154 ; 1.562 ; 2 ; -   ; 2.929 ; 499 ; 600 ; 184 ; 1.642 ; 3 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Igreja Nova  ;2703205; 7.119 ; 3.501 ; 150 ; 344 ; 155 ; 2.835 ; 15 ; 2 ; 3.618 ; 136 ; 319 ; 165 ; 2.989 ; 8 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Inhapi  ;2703304; 6.598 ; 3.426 ; 154 ; 399 ; 75 ; 2.671 ; 4 ; 123 ; 3.172 ; 148 ; 385 ; 63 ; 2.458 ; 5 ; 113 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Jacaré dos Homens  ;2703403; 2.306 ; 1.061 ; 724 ; 54 ; 23 ; 260 ; -   ; -   ; 1.245 ; 861 ; 59 ; 25 ; 298 ; 2 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Jacuípe  ;2703502; 2.216 ; 1.089 ; 260 ; 134 ; 90 ; 604 ; 1 ; -   ; 1.127 ; 269 ; 109 ; 121 ; 628 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Japaratinga  ;2703601; 2.774 ; 1.414 ; 86 ; 153 ; 16 ; 1.158 ; 1 ; -   ; 1.360 ; 89 ; 137 ; 17 ; 1.114 ; 1 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Jaramataia  ;2703700; 1.665 ; 868 ; 564 ; 70 ; 8 ; 224 ; 2 ; -   ; 797 ; 525 ; 50 ; 4 ; 217 ; -   ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Jequiá da Praia  ;2703759; 2.520 ; 1.272 ; 2 ; 133 ; 22 ; 1.113 ; 2 ; -   ; 1.248 ; -   ; 138 ; 22 ; 1.088 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Joaquim Gomes  ;2703809; 5.089 ; 2.541 ; 199 ; 328 ; 140 ; 1.577 ; 3 ; 294 ; 2.548 ; 185 ; 331 ; 150 ; 1.602 ; 5 ; 275 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Jundiá  ;2703908; 2.686 ; 1.423 ; 739 ; 68 ; 14 ; 599 ; 3 ; -   ; 1.263 ; 615 ; 50 ; 9 ; 584 ; 3 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Junqueiro  ;2704005; 6.783 ; 3.455 ; 671 ; 699 ; 65 ; 2.008 ; 7 ; 5 ; 3.328 ; 608 ; 631 ; 48 ; 2.032 ; 5 ; 4 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Lagoa da Canoa  ;2704104; 9.327 ; 4.696 ; 1.594 ; 545 ; 78 ; 2.472 ; 5 ; 2 ; 4.631 ; 1.602 ; 423 ; 115 ; 2.482 ; 3 ; 6 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Limoeiro de Anadia  ;2704203; 8.225 ; 4.218 ; 2.288 ; 358 ; 46 ; 1.517 ; 6 ; 3 ; 4.007 ; 2.159 ; 343 ; 51 ; 1.440 ; 6 ; 8 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Maceió  ;2704302; 187.438 ; 94.717 ; 34.400 ; 13.294 ; 2.600 ; 43.922 ; 389 ; 112 ; 92.721 ; 33.900 ; 12.903 ; 2.718 ; 42.678 ; 428 ; 94 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Major Isidoro  ;2704401; 5.829 ; 2.984 ; 217 ; 539 ; 133 ; 2.082 ; 11 ; 2 ; 2.845 ; 216 ; 481 ; 153 ; 1.982 ; 13 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Mar Vermelho  ;2704906; 939 ; 471 ; 34 ; 106 ; 23 ; 307 ; 1 ; -   ; 468 ; 25 ; 98 ; 18 ; 327 ; -   ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Maragogi  ;2704500; 8.771 ; 4.383 ; 1.385 ; 279 ; 69 ; 2.633 ; 13 ; 4 ; 4.388 ; 1.306 ; 252 ; 84 ; 2.727 ; 15 ; 4 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Maravilha  ;2704609; 5.343 ; 2.655 ; 910 ; 334 ; 42 ; 1.363 ; 4 ; 2 ; 2.688 ; 889 ; 336 ; 59 ; 1.403 ; 1 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Marechal Deodoro  ;2704708; 14.922 ; 7.428 ; 1.817 ; 953 ; 344 ; 4.251 ; 45 ; 18 ; 7.494 ; 1.934 ; 885 ; 376 ; 4.240 ; 36 ; 23 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Maribondo  ;2704807; 3.057 ; 1.527 ; 91 ; 385 ; 85 ; 959 ; 7 ; -   ; 1.530 ; 107 ; 362 ; 98 ; 961 ; 2 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Mata Grande  ;2705002; 7.714 ; 3.721 ; 374 ; 214 ; 26 ; 3.102 ; 4 ; 1 ; 3.993 ; 417 ; 234 ; 40 ; 3.294 ; 2 ; 6 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Matriz de Camaragibe  ;2705101; 6.852 ; 3.504 ; 293 ; 230 ; 81 ; 2.867 ; 4 ; 29 ; 3.348 ; 241 ; 238 ; 98 ; 2.746 ; 3 ; 22 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Messias  ;2705200; 4.896 ; 2.536 ; 172 ; 346 ; 62 ; 1.928 ; 28 ; -   ; 2.360 ; 133 ; 410 ; 53 ; 1.750 ; 14 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Minador do Negrão  ;2705309; 1.856 ; 933 ; 5 ; 202 ; 16 ; 693 ; 17 ; -   ; 923 ; 6 ; 182 ; 18 ; 698 ; 19 ; -   ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Monteirópolis  ;2705408; 3.291 ; 1.776 ; 472 ; 173 ; 45 ; 1.086 ; -   ; -   ; 1.515 ; 386 ; 138 ; 51 ; 937 ; 1 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Murici  ;2705507; 10.261 ; 5.927 ; 538 ; 713 ; 228 ; 4.439 ; 5 ; 4 ; 4.334 ; 343 ; 540 ; 204 ; 3.233 ; 12 ; 2 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Novo Lino  ;2705606; 4.942 ; 2.577 ; 221 ; 115 ; 92 ; 2.124 ; 2 ; 23 ; 2.365 ; 199 ; 98 ; 94 ; 1.944 ; 2 ; 28 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Olho d'Água das Flores  ;2705705; 6.630 ; 3.421 ; 843 ; 295 ; 72 ; 2.210 ; 1 ; -   ; 3.209 ; 642 ; 278 ; 83 ; 2.200 ; 5 ; 1 ;;;;;;;;;;
 Nordeste  ; Alagoas  ; Olho d'Água do Casado  ;2705804; 2.452 ; 1.231 ; 222 ; 117 ; 28 ; 850 ; 10 ; 4 ; 1.221 ; 199 ; 104 ; 21 ; 891 ; 5 ; 1 ;;;;;;;;;;
